effective_opcode	entry_target	working_operation	operand_layout	physical_length_rule	state_reads	state_writes	flow_and_timing	error_or_quirk	helper_calls	assembly_evidence	audit_status
88	0x0042A727	request_battle_after_clearing_overlay_lists	+2 s16 battle id	4	dword_4BAB9C and dword_4BA6E0 lists	free both lists; dword_4A94AC=sign_extend(battle_id)|0x80000000	advance 4; ESI=0; yield after request	battle id zero still leaves only the high request bit set; moving-object list dword_4AD3E8 is not cleared	sub_40F500; sub_40F570	0x0042A727-0x0042A751	assembly_audited_business_name_neutral
89	0x00427B8F	enqueue_mode2_text_action_odd	+2 mixed selector/text bytes terminated by 25 51 (%Q)	4 + byte_count_before_0x5125	same text-control globals and context lookup as opcodes 1..6	allocate/fill 0x4C text action with mode=2; set record flag 0x10; set selected context action state=1; increment dword_4A9920	consume through %Q; ESI=0; yield after enqueue	first u16 is both selector and text bytes; FFF0 is rewritten in the script window; scan/copy operations are unbounded	sub_40C0D0; sub_40AFF0; sub_40BB20	0x00427B8F-0x00427E6D	assembly_audited_business_name_neutral
90	0x00427B8F	enqueue_mode2_text_action_even	+2 mixed selector/text bytes terminated by 25 51 (%Q)	4 + byte_count_before_0x5125	same text-control globals and context lookup as opcodes 1..6	allocate/fill 0x4C text action with mode=2; does not apply opcode89 odd-record side effects	consume through %Q; ESI=0; yield after enqueue	first u16 is both selector and text bytes; FFF0 is rewritten in the script window; scan/copy operations are unbounded	sub_40C0D0; sub_40AFF0; sub_40BB20	0x00427B8F-0x00427E6D	assembly_audited_business_name_neutral
91	0x0042B287	load_text_name_buffers_from_record	+2 u16 record index; FFF0=current state+24	4	dword_4C9A10 relative-offset table; selected 32-byte source record	copy 32 bytes to word_4CF6B8, replace first byte of 25 51 terminator with zero, then derive two global text buffers through sub_40BAA0	advance 4; ESI=1; continue in same call	record index has no range check; terminator scan can run beyond the copied 32 bytes if 25 51 is absent; FFFE is not helper-translated here	sub_40BAA0	0x0042B287-0x0042B335	assembly_audited_business_name_neutral
92	0x0042A756	set_reserved_global_bit	+2 u16 one-based selector	4	byte_4AB384 bitset	sub_40DC80(selector-1+30)	advance 4; ESI=1; continue in same call	valid selectors 1..4 map to bits30..33; invalid values are diagnosed but still access the computed unbounded bit index; selector zero wraps to bit29	sub_40DC80; nullsub_1	0x0042A756-0x0042A78D;0x0040DC80-0x0040DCA2	assembly_audited_business_name_neutral
93	0x0042A792	clear_reserved_global_bit	+2 u16 one-based selector	4	byte_4AB384 bitset	sub_40DCB0(selector-1+30)	advance 4; ESI=1; continue in same call	valid selectors 1..4 map to bits30..33; invalid values are diagnosed but still access the computed unbounded bit index; selector zero wraps to bit29	sub_40DCB0; nullsub_1	0x0042A792-0x0042A7C9;0x0040DCB0-0x0040DCD9	assembly_audited_business_name_neutral
94	0x0042A7CE	set_scene_render_bit1	none	2	dword_4C9A18	dword_4C9A18 |= 2	advance 2; ESI=0; yield after operation	none	none	0x0042A7CE-0x0042A7E9	assembly_audited_business_name_neutral
95	0x0042A7EE	clear_scene_render_bit1	none	2	dword_4C9A18	dword_4C9A18 &= 0xFFFFFFFD	advance 2; ESI=0; yield after operation	none	none	0x0042A7EE-0x0042A809	assembly_audited_business_name_neutral
96	0x0042A80E	open_and_start_custom_ani	+2 optional '%' then optional '*', followed by byte filename terminated by 25 51 (%Q)	4 + byte_count_before_0x5125	CD/path state; ANI file/header/record chain; framebuffer and primary surface; prior ANI allocations	set frame interval 70; parse flags/name; open ANI; clear frame-node cache; copy 0x24 header fields; allocate two 0x9C400 buffers; optionally load/convert palette; preload frame 1; initialize ANI phase and active flags	normal/open-failure paths consume through %Q and yield; CD helper result 2 exits sub_427920 with EAX=0 after consuming the name; successful playback advances asynchronously in sub_4154A0	filename/path operations and terminator scan are unbounded; file-open failure leaks temporary buffers and still leaves the instruction consumed; short header read sleeps 250 ms then continues; allocations are unchecked; optional '%' and '*' are independent flag bits	sub_40DD30; sub_40DD20; file-object helpers; sub_4118B0; sub_4158C0; sub_4238B0; sub_437DF0; AIL_serve	0x0042A80E-0x0042AD37;0x004154A0-0x00415B70	assembly_audited_business_name_neutral
97	0x0042AD3C	wait_custom_ani_complete	none	2	dword_4CAE8C ANI active/header-derived state; current frame interval	on completion set frame interval to 35	dword_4CAE8C!=0: no advance, ESI=0, yield; zero: advance 2, set ESI=1, restore interval 35 and continue	wait predicate is solely whether dword_4CAE8C is zero; it does not inspect file object, phase counter or playback error	sub_40DD30; sub_40DD20	0x0042AD3C-0x0042AD70	assembly_audited_business_name_neutral
98	0x0042C7EA	consume_four_byte_noop	+2 u16 unread payload	4	none	none	advance 4; ESI=0; yield	the physical payload word is not read	none	0x0042C7EA-0x0042C7F6	assembly_audited_business_name_neutral
99	0x0042AD75	wait_ani_phase_counter_strictly_above	+2 u16 threshold	4	signed dword_4B7AC8 ANI phase/timeline counter	none	counter<=threshold: no advance, ESI=0, yield; counter>threshold: advance 4, ESI=1, continue	comparison is signed and strict >; negative startup phases therefore cannot satisfy any u16 threshold	none	0x0042AD75-0x0042AD8D;0x0042D182-0x0042D193	assembly_audited_business_name_neutral
