effective_opcode	entry_target	working_operation	operand_layout	physical_length_rule	state_reads	state_writes	flow_and_timing	error_or_quirk	helper_calls	assembly_evidence	audit_status
135	0x0042C3B0	reset_input_menu_state	none	2	four process mode dwords; special-mode input/menu workspace; three save preview actions and selected preview group	write 4FBAB0=4, 4CAEBC=1, 4CAEC0=0, 4CAEB0=3 then reset input/menu/save previews	reset success advances 2, services audio, common previous135 and yields	B9/B11 reset owner is a checked external dependency; staged runtime bindings preserve prior dword writes	sub_406D30; AIL_serve	0x0042C3B0-0x0042C3F6; helper 0x00406D30-0x00406DF3; common join 0x0042B0AA-0x0042B0C8	assembly_audited_platform_adapted
137	0x0042C3F7	stop_scene_music_stream	none	2	two three-dword world/scene music slot groups; control flags; transition mode/current/pending fade	bit23 selects transition apply or direct mode/pending clear; stage world request 80000001; clear scene group; flags &= FF5CFF00	advance 2, common previous137 and same-call continue; no audio	wsprintf/nullsub debug scratch omitted; stream backend result ignored	wsprintfA; nullsub_1; sub_485880	0x0042C3F7-0x0042C49D; helper 0x00485880-0x004858C4; common join 0x0042B0AA-0x0042B0C8	assembly_audited_platform_adapted
138	0x0042C49E	reload_if_role_outside_radius	+2 u16 tile X; +4 u16 tile Y; +6 u16 selector read first; +8 u16 radius; taken-only +10 u32 target	14	live role world X/Y; controlled role index; current TALK window	dx=roleX-(tileX<<4)+8; dy=roleY-(tileY<<4); wrapping i32 squares; x87 truncate sqrt; strict signed distance > radius<<4	taken reloads current file at target and same-calls; otherwise advances 14 and same-calls; previous138 on completed transfer	ordinary miss skips all other operands; FFFE invalid index typed-stops at array access; negative squared x87 result has low dword zero	sub_40C0D0; sub_489654; sub_42E430; nullsub_1	0x0042C49E-0x0042C566; lookup 0x0040C0D0-0x0040C125; ftol 0x00489654-0x0048967A; reload join 0x0042CCD6-0x0042CCF6	assembly_audited_platform_adapted
141	0x0042C6DD	configure_music_stream_transition	+2 u16 mode; +4 u16 pending fade divisor	6	stream transition mode, current fade divisor, pending fade divisor	zero-extend and write mode, then zero-extend and write pending; current fade untouched	advance 6, common previous141 and same-call continue; no audio and no backend apply	mode write remains when pending operand is unavailable; wsprintf/nullsub debug scratch omitted	wsprintfA; nullsub_1	0x0042C6DD-0x0042C731; common join 0x0042B0AA-0x0042B0C8	assembly_audited_platform_adapted
142	0x0042C732	initialize_primary_countdown	read order +6 u16 primary transition value; +4 u16 seconds; +2 u16 minutes	8	primary countdown ticks/transition/auxiliary fields; shared internal flag bitset	call sub_430B60(minutes,seconds,transition,0); wrapping ticks=30*(seconds+60*minutes); clear two primary auxiliaries; set flags16 then18	advance 8, common previous142, audio once and yield	secondary countdown owner untouched; missing typed countdown owner stops at original callee boundary	sub_430B60; sub_40DC80; _AIL_serve	0x0042C732-0x0042C765;0x00430B60-0x00430BAD; common join 0x0042B0AE-0x0042B0C8; audio tail 0x0042D4D7-0x0042D4F3	assembly_audited_platform_adapted
143	0x0042C766	disable_primary_countdown	none	2	primary countdown ticks; shared internal flag bitset	write primary ticks FFFFFFFF; clear flags16,76,18 in order; preserve all auxiliary/transition/secondary fields	advance 2, common previous143, audio once and yield	missing typed countdown owner stops at the first state write; exact tail still yields without next fetch	sub_40DCB0; _AIL_serve	0x0042C766-0x0042C79C;0x0040DCB0-0x0040DCD9; common join 0x0042B0AE-0x0042B0C8; audio tail 0x0042D4D7-0x0042D4F3	assembly_audited_platform_adapted
144	0x0042C79D	request_special_mode_four_or_five	+2 u8 selector; +3 unread padding	4	special mode, special input, high-priority state/submode/auxiliary, input-menu/save-preview helper	write mode4 before selector read; selector0 rewrites4, selector1 writes5, others keep4; clear high state, call reset, clear submode/aux/input	advance 4, common previous144, audio once and yield	selector truncation preserves mode4; helper/binding failures preserve staged writes; padding never read	sub_406D30; _AIL_serve	0x0042C79D-0x0042C7FA; common join 0x0042B0AE-0x0042B0C8; audio tail 0x0042D4D7-0x0042D4F3	assembly_audited_platform_adapted
147	0x0042C7FB	set_fixed_story_flag_70	none	2	shared story flag bitset	call fixed set-bit helper with index70; preserve every other bit	advance 2, common previous147, audio once and yield	idempotent when already set; exact tail completes without next fetch	sub_40DC80; _AIL_serve	0x0042C7FB-0x0042C819;0x0040DC80-0x0040DCA2; common join 0x0042B0AE-0x0042B0C8; audio tail 0x0042D4D7-0x0042D4F3	assembly_audited
148	0x0042C81A	set_fixed_story_flag_19	none	2	shared story flag bitset	call fixed set-bit helper with index19; preserve every other bit	advance 2, common previous148, audio once and yield	idempotent when already set; exact tail completes without next fetch	sub_40DC80; _AIL_serve	0x0042C81A-0x0042C838;0x0040DC80-0x0040DCA2; common join 0x0042B0AE-0x0042B0C8; audio tail 0x0042D4D7-0x0042D4F3	assembly_audited
149	0x0042C839	clear_fixed_story_flag_19	none	2	shared story flag bitset	call fixed clear-bit helper with index19; preserve every other bit	advance 2, common previous149, audio once and yield	idempotent when already clear; exact tail completes without next fetch	sub_40DCB0; _AIL_serve	0x0042C839-0x0042C857;0x0040DCB0-0x0040DCD9; common join 0x0042B0AE-0x0042B0C8; audio tail 0x0042D4D7-0x0042D4F3	assembly_audited
150	0x0042C858	configure_ani_follower_position	+2 i16 x; +4 i16 y	6	shared ANI follower current/target/velocity state	sign-extend then shift each coordinate left4; commit X before reading Y; unreachable post-shift minus-one sentinels; signed clamp X 208..432 and Y 208..272; targetX=clampedX; preserve targetY; clear X then Y velocity	advance 6, common previous150, audio once and yield	missing Y preserves unclamped currentX; missing owner typed-stops at first write; exact tail completes without next fetch	_AIL_serve	0x0042C858-0x0042C8F7; owner consumer 0x00416B30-0x00416CBA; common join 0x0042B0AE-0x0042B0C8; audio tail 0x0042D4D7-0x0042D4F3	assembly_audited
151	0x0042C8F8	configure_ani_follower_target	+2 i16 targetX; +4 i16 targetY; +6 i16 velocityX; +8 i16 velocityY	10	shared ANI follower target/velocity state	commit targetX and targetY after signed left4, then sign-extended velocityX and velocityY; preserve current coordinates	advance 10, common previous151, audio once and yield	each truncation preserves all prior staged writes; missing owner typed-stops at first write; exact tail completes without next fetch	_AIL_serve	0x0042C8F8-0x0042C935; owner consumer 0x00416B30-0x00416CBA; common join 0x0042B0AE-0x0042B0C8; audio tail 0x0042D4D7-0x0042D4F3	assembly_audited
152	0x0042C936	wait_ani_follower_target	none	2	shared ANI follower current/target state	read currentX then targetX; if unequal short-circuit; otherwise read currentY then targetY; preserve all follower state	unequal keeps IP; both equal advance2; all paths publish previous152, audio once and yield	X mismatch does not read Y; completion is not same-call; missing owner typed-stops before previous/audio; exact wait and complete tails do not fetch successor	_AIL_serve	0x0042C936-0x0042C95A; conditional join 0x0042D1BE-0x0042D1D4; owner consumer 0x00416B30-0x00416CBA; common join 0x0042B0AE-0x0042B0C8; audio tail 0x0042D4D7-0x0042D4F3	assembly_audited
155	0x0042C95B	reload_current_world_session	none	2	deferred map tileX/tileY/mapID; synchronous world reload	map22 only debug no-op; otherwise commit role worldX>>4, worldY>>4 and full current map, then reload fixed map22 tile59/59 with role action low16, base0, variant1, flags1	success advances2, common previous155, audio once and yield; checked reload failure stops before IP/previous/audio	full dword map/tiles enter the shared load request while low16 persist to MAPS; stale spatial binding retained; exact tail does not fetch successor	nullsub_1; sub_42E790; sub_40C130; _AIL_serve	0x0042C95B-0x0042C9CD; completion 0x0042CF67-0x0042CF7B; helper 0x0042E790-0x0042E845; loader full-map/tile writes 0x0040C954-0x0040C9DD	assembly_audited
156	0x0042C9CE	reload_deferred_world_session	none	2	deferred map tileX/tileY/mapID; controlled role action; synchronous world reload	signed mapID <=0 is debug-only no-op; positive map reads controlled action then reloads deferred map/tiles with action low16, base0, variant1, flags1	success clears tileX/tileY to -1 and mapID to0, then advances2, previous156, audio and yield; failure preserves deferred state and stops before completion	map/X/Y enter helper as dwords; negative tiles retain two's-complement bits; exact tail does not fetch successor	nullsub_1; sub_42E790; sub_40C130; _AIL_serve	0x0042C9CE-0x0042CA39; completion 0x0042CF67-0x0042CF7B; helper 0x0042E790-0x0042E845	assembly_audited
157	0x0042CA3A	configure_deferred_world_session	+2 u16 map; +4 u16 tileX; +6 u16 tileY	8	deferred map tileX/tileY/mapID	map22 is debug-only no-op and does not read X/Y; otherwise sign-extend and immediately commit map, X, then Y	both paths advance8, publish previous157 and same-call the next fetch; no audio or yield	map22 consumes physical length with unread tail; non22 truncation preserves preceding writes	nullsub_1	0x0042CA3A-0x0042CA7B; fixed same-call join 0x004289A4-0x004289B9	assembly_audited
158	0x0042CA7C	copy_story_file	+2 unread word; +4 byte string through first %Q; next instruction +2 i16 directory selector	6 + bytes before %Q	Win32 frame gate; CD/data-root and launch-root file paths	set frame gate and IP after marker; selector0/1 append Video/Music else root; overwrite-copy source to destination	ignore file API result, free temp path, publish previous158 and same-call successor; no audio	embedded NUL truncates path but not marker scan; lookahead failure preserves frame gate and advanced IP	_malloc; lstrcpyA; lstrcatA; CopyFileA; sub_4885A0	0x0042CA7C-0x0042CB6D; copy 0x0042CB8F-0x0042CB9C; common 0x0042CB9D-0x0042CBAB; join 0x0042B0AA-0x0042B0C8	assembly_audited_platform_adapted
159	0x0042CA7C	delete_story_file	+2 unread word; +4 byte string through first %Q; next instruction +2 i16 directory selector	6 + bytes before %Q	Win32 frame gate; CD/data-root source path	set frame gate and IP after marker; selector0/1 append Video/Music else root; delete source only	ignore file API result, free temp path, publish previous159 and same-call successor; no audio	embedded NUL and lookahead staging match opcode158; destination path is still built but not deleted	_malloc; lstrcpyA; lstrcatA; DeleteFileA; sub_4885A0	0x0042CA7C-0x0042CB84; delete 0x0042CB6E-0x0042CB84; join 0x0042B0AA-0x0042B0C8	assembly_audited_platform_adapted
160	0x0042CBB0	suppress_next_dialog_flag18	none	2	none	write full next-dialog flag18 suppression dword to 1	advance 2, publish previous160 and same-call successor; no audio or yield	next successful dialog consumes and clears the value; failed dialog preserves it; exact tail completes writes before next-fetch failure	none	0x0042CBB0-0x0042CBCB; dialog consumer/reset 0x00427D50-0x00427D5F/0x00427E67-0x00427E71; common join 0x0042B0AE-0x0042B0C8	assembly_audited
161	0x0042CBCC	transfer_story	+2 i16 story id	4	shared TALK file and 0x8000-byte window; context data offset/IP; direct audio owner	service audio before operand; sign-extend id; helper closes old file, selects TalkN/index by u32 division, reads directory and new window without clearing tail	ready path services audio four times total, sets new IP0, publishes previous161 and same-calls new window; source IP is not advanced	original open failure sends host message2 then caller uses stale physical window pointer with old IP; modern checked load failure preserves first two audio calls and typed-stops	_AIL_serve@0; sub_42E480; sub_438150; sub_4380B0; sub_4384B0; sub_438610; sub_438380	0x0042CBCC-0x0042CBFE; helper 0x0042E480-0x0042E594; common join 0x0042B0AE-0x0042B0C8	assembly_audited_platform_adapted
163	0x0042CBFF	reload_if_current_map_not_equal	+2 i16 map id; +4 u32 target read only when taken	8	full current logical map dword; shared TALK file/window; context data offset/IP; direct audio owner	sign-extend map operand and compare all32 bits; inequality reads target, services audio, writes target/IP0 and loads current TALK window without clearing tail	taken publishes previous163 and same-calls new window without source advance; equality advances8, publishes previous163 and same-calls sequential successor	map equality never truncates current owner; not-taken never reads target; checked load failure preserves audio/context/previous and typed-stops	_AIL_serve@0; sub_42E430; sub_4384B0; sub_438380	0x0042CBFF-0x0042CC30; helper 0x0042E430-0x0042E47B; fixed join 0x00428444-0x00428455; common join 0x0042B0AE-0x0042B0C8	assembly_audited_platform_adapted
164	0x0042CBFF	reload_if_current_map_equal	+2 i16 map id; +4 u32 target read only when taken	8	full current logical map dword; shared TALK file/window; context data offset/IP; direct audio owner	sign-extend map operand and compare all32 bits; equality reads target, services audio, writes target/IP0 and loads current TALK window without clearing tail	taken publishes previous164 and same-calls new window without source advance; inequality advances8, publishes previous164 and same-calls sequential successor	map equality never truncates current owner; not-taken never reads target; checked load failure preserves audio/context/previous and typed-stops	_AIL_serve@0; sub_42E430; sub_4384B0; sub_438380	0x0042CBFF-0x0042CC30; helper 0x0042E430-0x0042E47B; fixed join 0x00428444-0x00428455; common join 0x0042B0AE-0x0042B0C8	assembly_audited_platform_adapted
165	0x0042CC35	reload_if_item_total_at_least	+2 u16 item id; +4 i16 threshold; +6 u32 target read only when taken	10	player inventory masked chain; 64 exact role sentinel roots; signed quantityA/B; shared TALK window	query player then role roots; sum each matched node quantityB/quantityA as i16; nonzero total reloads when total>=threshold	zero total always advances10; other not-taken paths also advance10; taken publishes previous165 and same-calls target without source advance	role roots ignore linked nodes and short-circuit first match; missing root typed-stops; target is taken-only; checked load failure preserves audio/context/previous	sub_44D680; sub_44D650; _AIL_serve@0; sub_42E430	0x0042CC35-0x0042CCF2; item helpers 0x0044D650-0x0044D6A6; fixed join 0x0042A2B0-0x0042A2C1; load helper 0x0042E430-0x0042E47B	assembly_audited_platform_adapted
166	0x0042CC35	reload_if_item_total_at_most	+2 u16 item id; +4 i16 threshold; +6 u32 target read only when taken	10	player inventory masked chain; 64 exact role sentinel roots; signed quantityA/B; shared TALK window	query player then role roots; sum each matched node quantityB/quantityA as i16; nonzero total reloads when total<=threshold	zero total always reloads regardless threshold; other not-taken paths advance10; taken publishes previous166 and same-calls target without source advance	role roots ignore linked nodes and short-circuit first match; missing root typed-stops; target is taken-only; checked load failure preserves audio/context/previous	sub_44D680; sub_44D650; _AIL_serve@0; sub_42E430	0x0042CC35-0x0042CCF2; item helpers 0x0044D650-0x0044D6A6; fixed join 0x0042A2B0-0x0042A2C1; load helper 0x0042E430-0x0042E47B	assembly_audited_platform_adapted
170	0x0042CCF7	clear_mode17_text	none	2	nullable 52-byte mode17 text owner; story flag77; direct audio owner	advance IP2, free selected owner even when null, set owner null, clear fixed flag77	publish previous170, service audio once and yield; successor remains for next VM call	owner bytes become inaccessible when null; raw free/debug heap boundary is RAII-adapted	sub_4885A0; sub_40DCB0; _AIL_serve@0	0x0042CCF7-0x0042CDA1; owner lifecycle 0x00408047-0x00408326/0x00408B18-0x00408B63; common join 0x0042B0AA-0x0042B0C8	assembly_audited_platform_adapted
171	0x0042CCF7	set_mode17_text	+2 byte string through first unaligned 25 51 marker	4 + byte_count_before_marker	nullable 52-byte mode17 text owner; shared scratch; story flag77; direct audio owner	scan through embedded NUL, commit IP after marker, release old, allocate/zero52, lstrcpyA prefix through first NUL, set flag77	publish previous171, service audio once and yield; successor remains for next VM call	missing marker leaves owner/IP unchanged; copy prefix length52 commits IP/new owner/52 bytes then typed-stops before flag/previous/audio	_malloc; sub_4885A0; ds:lstrcpyA; sub_40DC80; _AIL_serve@0	0x0042CCF7-0x0042CDE8; owner lifecycle 0x00408047-0x00408326/0x00408B18-0x00408B63; common join 0x0042B0AA-0x0042B0C8	assembly_audited_platform_adapted
172	0x0042CCF7	clear_mode18_text	none	2	nullable 52-byte mode18 text owner; story flag78; direct audio owner	advance IP2, free selected owner even when null, set owner null, clear fixed flag78	publish previous172, service audio once and yield; successor remains for next VM call	owner bytes become inaccessible when null; raw free/debug heap boundary is RAII-adapted	sub_4885A0; sub_40DCB0; _AIL_serve@0	0x0042CCF7-0x0042CDA1; owner lifecycle 0x00408047-0x00408326/0x00408B18-0x00408B63; common join 0x0042B0AA-0x0042B0C8	assembly_audited_platform_adapted
173	0x0042CCF7	set_mode18_text	+2 byte string through first unaligned 25 51 marker	4 + byte_count_before_marker	nullable 52-byte mode18 text owner; shared scratch; story flag78; direct audio owner	scan through embedded NUL, commit IP after marker, release old, allocate/zero52, lstrcpyA prefix through first NUL, set flag78	publish previous173, service audio once and yield; successor remains for next VM call	missing marker leaves owner/IP unchanged; copy prefix length52 commits IP/new owner/52 bytes then typed-stops before flag/previous/audio	_malloc; sub_4885A0; ds:lstrcpyA; sub_40DC80; _AIL_serve@0	0x0042CCF7-0x0042CDE8; owner lifecycle 0x00408047-0x00408326/0x00408B18-0x00408B63; common join 0x0042B0AA-0x0042B0C8	assembly_audited_platform_adapted
175	0x0042CDED	suspend_story_ani	none	2	full u32 ANI activity control flags dword_4B7AA0	read full dword, OR only bit4 and write full dword before context IP advance	advance2, publish previous175 and same-call successor; no audio or yield	bit4 already set is idempotent; all other31 bits preserved; actual typed ANI owner has no failure boundary	none	0x0042CDED-0x0042CE0D; consumer 0x004154D9-0x004154E0; common join 0x0042B0AE-0x0042B0C8	assembly_audited
176	0x0042CE12	resume_story_ani	none	2	full u32 ANI activity control flags dword_4B7AA0	read full dword, clear only bit4 and write full dword before context IP advance	advance2, publish previous176, service audio once and yield; successor remains for next VM call	bit4 already clear is idempotent; all other31 bits preserved; actual typed ANI owner has no failure boundary	_AIL_serve@0	0x0042CE12-0x0042CE2D; consumer 0x004154D9-0x004154E0; common join 0x0042B0AE-0x0042B0C8; yield 0x0042D4D7-0x0042D4F3	assembly_audited
177	0x0042CE32	gather_party_at_player	none; raw opcode bit15 is self-modifying phase marker	2	mutable script word; full dialog counter; controlled role; 32-entry Y/X histories; roles1..count-1; live party count	setup sets raw bit15, dialog bit15, clears player base variant, fills Y then X histories and marks party roles bit26/wait8000; poll clears matching party roles bit26/wait	setup and incomplete poll keep IP; exact matching+1==party count clears raw bit15 and advances2; all normal paths previous, audio once and yield	bit14 alias preserved; setup never checks completion; poll does not read history/dialog/base; missing history/count typed-stop after prior staged writes	_AIL_serve@0	0x0042CE32-0x0042CF77; common join 0x0042B0AA-0x0042B0C8; yield 0x0042D4D7-0x0042D4F3	assembly_audited_platform_adapted
178	0x0042CF7C	set_role_collision_bypass	+2 u16 selector; FFF0 becomes controlled index lowword before ordinary lookup; FFFE remains helper-native controlled selector	4	role lookup and full u32 role flags	lookup hit ORs role flags bit18; miss is silent	advance4, publish previous178 and same-call successor; no audio or yield	FFF0 replacement is not direct controlled selection; bit28 records skipped; truncated selector stops before lookup	sub_40C0D0	0x0042CF7C-0x0042CFB8; shared tail 0x0042D182-0x0042D193; common join 0x0042B0AE-0x0042B0C8	assembly_audited
179	0x0042CFBD	enqueue_frame_deformation	+2 i16 center x; +4 i16 center y; +6 i16 field radius; +8 i16 strength; machine read order y/x/radius/strength	10	actual deformation list; process CRT RNG; node double i16 field and 640x480 snapshot	construct 640x480 node with origin x-r/y-r and 2r field; inject at r/r with fixed radius24 and script strength; head insert only after injection	advance10, publish previous179 and same-call successor; no audio or yield	no linear TALK record; allocation and invalid raw geometry memory-corruption domains use typed stop before node publication/IP/previous	operator new; sub_430C60; sub_430FF0	0x0042CFBD-0x0042D03C; shared tail 0x0042A2AC-0x0042A2C1; common join 0x0042B0AE-0x0042B0C8	assembly_audited_platform_adapted
180	0x0042D041	clear_frame_execution_gate	none	2	process-level full u32 frame execution gate	write exact zero before logical IP advance	advance2, publish previous180, service audio once and yield; successor remains unread	no linear TALK record; missing modern actual-owner binding typed-stops at original global write before IP/previous/audio	none	0x0042D041-0x0042D057; common join 0x0042B0AE-0x0042B0C8	assembly_audited_platform_adapted
181	0x0042B070	set_wide_global_integer	+2 i16 index; +4 u32 value	8	64-entry full u32 script-variable owner	assign all 32 value bits; then clear variable0 when its sign bit is set	advance8, previous181 and same-call	index >=64 reads value then publishes/audio-yields without advance or shared clamp; negative index typed-stops at first array write	none	0x0042B070-0x0042B1EC; common join 0x0042B0AE-0x0042B0C8	assembly_audited_platform_adapted
182	0x0042B070	add_wide_global_integer	+2 i16 index; +4 u32 value	8	64-entry full u32 script-variable owner	u32 wrapping add; then clear variable0 when its sign bit is set	advance8, previous182 and same-call	index >=64 reads value then publishes/audio-yields without advance or shared clamp; negative index typed-stops at first array write	none	0x0042B070-0x0042B1EC; common join 0x0042B0AE-0x0042B0C8	assembly_audited_platform_adapted
183	0x0042B070	subtract_wide_global_integer_clamp_zero	+2 i16 index; +4 u32 value	8	64-entry full u32 script-variable owner	u32 wrapping subtract; selected result sign bit clamps it to0; then variable0 shared clamp	advance8, previous183 and same-call	index >=64 reads value then publishes/audio-yields without advance or shared clamp; negative index typed-stops at first array read	none	0x0042B070-0x0042B1EC; common join 0x0042B0AE-0x0042B0C8	assembly_audited_platform_adapted
184	0x0042B070	reload_if_wide_global_integer_unsigned_ge	+2 i16 index; +4 u32 threshold; +8 u32 target read before compare	12	64-entry full u32 script-variable owner; current TALK window	unsigned variable >= threshold reloads same file; both directions perform variable0 shared sign-bit clamp	taken reloads target at IP0; otherwise advance12; previous184 and same-call	index >=64 does not read target and audio-yields without advance/shared clamp; negative index reads target then typed-stops at first array read	sub_42E430	0x0042B070-0x0042B1EC; loader 0x0042E430-0x0042E47B; common join 0x0042B0AE-0x0042B0C8	assembly_audited_platform_adapted
185	0x0042B070	reload_if_wide_global_integer_unsigned_le	+2 i16 index; +4 u32 threshold; +8 u32 target read before compare	12	64-entry full u32 script-variable owner; current TALK window	unsigned variable <= threshold reloads same file; both directions perform variable0 shared sign-bit clamp	taken reloads target at IP0; otherwise advance12; previous185 and same-call	index >=64 does not read target and audio-yields without advance/shared clamp; negative index reads target then typed-stops at first array read	sub_42E430	0x0042B070-0x0042B1EC; loader 0x0042E430-0x0042E47B; common join 0x0042B0AE-0x0042B0C8	assembly_audited_platform_adapted
