address	closure_disposition	target_owner	implementation_mapping	evidence	remaining_work
0x00422030	implemented	rendering	select_legacy_blitter;blit_legacy_copy_paths	software-blitter-dispatch-and-pixel-effects.md	none
0x004223A0	implemented	rendering	select_legacy_blitter;blit_legacy_copy_paths	software-blitter-dispatch-and-pixel-effects.md	none
0x00422730	implemented	rendering	select_legacy_blitter;blit_legacy_copy_paths	software-blitter-dispatch-and-pixel-effects.md	none
0x004229C0	implemented	rendering	select_legacy_blitter;blit_legacy_copy_paths	software-blitter-dispatch-and-pixel-effects.md	none
0x00422C70	implemented	rendering	LegacyScaledRleSource;LegacyScaledRleTransform;write_legacy_scaled_rle_forward/reverse	legacy-scaled-rle-writers-00422c70-00423020.md	none
0x00423020	implemented	rendering	LegacyScaledRleSource;LegacyScaledRleTransform;write_legacy_scaled_rle_forward/reverse	legacy-scaled-rle-writers-00422c70-00423020.md	none
0x004233D0	implemented	rendering	LegacyFramebuffer;LegacyPixelConversionState;legacy pixel converters	legacy-framebuffer-geometry-00416d30.md;pixel-format-selection-and-cm-cache.md	none
0x00423400	implemented	rendering	LegacyFramebuffer;LegacyPixelConversionState;legacy pixel converters	legacy-framebuffer-geometry-00416d30.md;pixel-format-selection-and-cm-cache.md	none
0x004238B0	implemented	rendering	LegacyFramebuffer;LegacyPixelConversionState;legacy pixel converters	legacy-framebuffer-geometry-00416d30.md;pixel-format-selection-and-cm-cache.md	none
0x004238D0	implemented	rendering	LegacyFramebuffer;LegacyPixelConversionState;legacy pixel converters	legacy-framebuffer-geometry-00416d30.md;pixel-format-selection-and-cm-cache.md	none
0x004238F0	implemented	rendering	LegacyFramebuffer;LegacyPixelConversionState;legacy pixel converters	legacy-framebuffer-geometry-00416d30.md;pixel-format-selection-and-cm-cache.md	none
0x00423920	implemented	rendering	LegacyFramebuffer;LegacyPixelConversionState;legacy pixel converters	legacy-framebuffer-geometry-00416d30.md;pixel-format-selection-and-cm-cache.md	none
0x00423950	implemented	rendering	LegacyFramebuffer;LegacyPixelConversionState;legacy pixel converters	legacy-framebuffer-geometry-00416d30.md;pixel-format-selection-and-cm-cache.md	none
0x00423990	implemented	rendering	LegacyFramebuffer;LegacyPixelConversionState;legacy pixel converters	legacy-framebuffer-geometry-00416d30.md;pixel-format-selection-and-cm-cache.md	none
0x004239D0	implemented	rendering	LegacyFramebuffer;LegacyPixelConversionState;legacy pixel converters	legacy-framebuffer-geometry-00416d30.md;pixel-format-selection-and-cm-cache.md	none
0x0042E850	implemented	rendering	legacy tiled frame/BMP/formatted text/countdown/rectangle/effect panel units	rendering.md:B4.7	none
0x004303D0	implemented	rendering	legacy tiled frame/BMP/formatted text/countdown/rectangle/effect panel units	rendering.md:B4.7	none
0x004306C0	implemented	rendering	legacy tiled frame/BMP/formatted text/countdown/rectangle/effect panel units	rendering.md:B4.7	none
0x004308C0	implemented	rendering	legacy tiled frame/BMP/formatted text/countdown/rectangle/effect panel units	rendering.md:B4.7	none
0x00430B60	implemented	rendering	legacy tiled frame/BMP/formatted text/countdown/rectangle/effect panel units	rendering.md:B4.7	none
0x004350E0	platform_adapted	rendering;platform_sdl3	LegacyFramebuffer and LegacyTextRendererRuntime construction	asset-runtime-closure-audit.md;font-surface-and-glyph-rendering.md	none
0x00435160	implemented	rendering;platform_sdl3	LegacyTextRendererRuntime;SdlSmokeInitializationPorts;SdlDisplayLifecyclePorts;SmokeShutdownPorts	font-surface-and-glyph-rendering.md	none
0x004351F0	implemented	rendering;platform_sdl3	LegacyTextRendererRuntime;SdlSmokeInitializationPorts;SdlDisplayLifecyclePorts;SmokeShutdownPorts	font-surface-and-glyph-rendering.md	none
0x00435240	platform_adapted	rendering;platform_sdl3	LegacyGlyphAtlasProvider;legacy-glyph-atlas.bin	font-surface-and-glyph-rendering.md	none
0x004352C0	platform_adapted	rendering;platform_sdl3	LegacyGlyphAtlasProvider;legacy-glyph-atlas.bin	font-surface-and-glyph-rendering.md	none
0x004352E0	platform_adapted	rendering;platform_sdl3	LegacyGlyphAtlasProvider;legacy-glyph-atlas.bin	font-surface-and-glyph-rendering.md	none
0x004353C0	platform_adapted	rendering;platform_sdl3	LegacyGlyphAtlasProvider;legacy-glyph-atlas.bin	font-surface-and-glyph-rendering.md	none
0x00435410	platform_adapted	rendering;platform_sdl3	LegacyGlyphAtlasProvider;legacy-glyph-atlas.bin	font-surface-and-glyph-rendering.md	none
0x00435430	platform_adapted	rendering;platform_sdl3	LegacyGlyphAtlasProvider;legacy-glyph-atlas.bin	font-surface-and-glyph-rendering.md	none
0x004354D0	platform_adapted	rendering;platform_sdl3	LegacyGlyphAtlasProvider;legacy-glyph-atlas.bin	font-surface-and-glyph-rendering.md	none
0x00435500	platform_adapted	rendering;platform_sdl3	LegacyGlyphAtlasProvider;legacy-glyph-atlas.bin	font-surface-and-glyph-rendering.md	none
0x004355B0	platform_adapted	rendering;platform_sdl3	LegacyGlyphAtlasProvider;legacy-glyph-atlas.bin	font-surface-and-glyph-rendering.md	none
0x00435620	implemented	rendering	LegacyTextRendererState;LegacyGlyphCache;draw_legacy_text;legacy glyph writers	font-surface-and-glyph-rendering.md	none
0x00435650	implemented	rendering	LegacyTextRendererState;LegacyGlyphCache;draw_legacy_text;legacy glyph writers	font-surface-and-glyph-rendering.md	none
0x00435660	implemented	rendering	LegacyTextRendererState;LegacyGlyphCache;draw_legacy_text;legacy glyph writers	font-surface-and-glyph-rendering.md	none
0x00435670	implemented	rendering	LegacyTextRendererState;LegacyGlyphCache;draw_legacy_text;legacy glyph writers	font-surface-and-glyph-rendering.md	none
0x00435680	implemented	rendering	LegacyTextRendererState;LegacyGlyphCache;draw_legacy_text;legacy glyph writers	font-surface-and-glyph-rendering.md	none
0x004358C0	implemented	rendering	LegacyTextRendererState;LegacyGlyphCache;draw_legacy_text;legacy glyph writers	font-surface-and-glyph-rendering.md	none
0x00435AF0	implemented	rendering	LegacyTextRendererState;LegacyGlyphCache;draw_legacy_text;legacy glyph writers	font-surface-and-glyph-rendering.md	none
0x00435D80	implemented	rendering	LegacyTextRendererState;LegacyGlyphCache;draw_legacy_text;legacy glyph writers	font-surface-and-glyph-rendering.md	none
0x00436030	implemented	rendering	LegacyTextRendererState;LegacyGlyphCache;draw_legacy_text;legacy glyph writers	font-surface-and-glyph-rendering.md	none
0x00436410	implemented	rendering	LegacyTextRendererState;LegacyGlyphCache;draw_legacy_text;legacy glyph writers	font-surface-and-glyph-rendering.md	none
0x00436840	platform_adapted	rendering;platform_sdl3	LegacyGlyphAtlasProvider;legacy-glyph-atlas.bin	font-surface-and-glyph-rendering.md	none
0x004368D0	implemented	rendering	LegacyTextRendererState;LegacyGlyphCache;draw_legacy_text;legacy glyph writers	font-surface-and-glyph-rendering.md	none
0x00436980	implemented	rendering	LegacyTextRendererState;LegacyGlyphCache;draw_legacy_text;legacy glyph writers	font-surface-and-glyph-rendering.md	none
0x004369C0	implemented	rendering	LegacyTextRendererState;LegacyGlyphCache;draw_legacy_text;legacy glyph writers	font-surface-and-glyph-rendering.md	none
0x00436AD0	implemented	rendering	LegacyTextRendererState;LegacyGlyphCache;draw_legacy_text;legacy glyph writers	font-surface-and-glyph-rendering.md	none
0x00436EA0	implemented	rendering	LegacyTextRendererState;LegacyGlyphCache;draw_legacy_text;legacy glyph writers	font-surface-and-glyph-rendering.md	none
0x00436FA0	transferred	input_time_rng	legacy input-device release boundary	swd3.exe.lst:0x00436FA0 -> 0x004374E0	B3/runtime integration; remove the stale rendering ownership
0x00437570	platform_adapted	rendering;platform_sdl3	SDL backend lifecycle;LegacyFramebuffer;LegacyPrimaryCompositionStatus	framebuffer-and-display-presentation.md;legacy-primary-presentation-requests.md	none
0x00437610	platform_adapted	rendering;platform_sdl3	SDL backend lifecycle;LegacyFramebuffer;LegacyPrimaryCompositionStatus	framebuffer-and-display-presentation.md;legacy-primary-presentation-requests.md	none
0x00437680	platform_adapted	rendering;platform_sdl3	SDL backend lifecycle;LegacyFramebuffer;LegacyPrimaryCompositionStatus	framebuffer-and-display-presentation.md;legacy-primary-presentation-requests.md	none
0x004376D0	platform_adapted	rendering;platform_sdl3	SDL backend lifecycle;LegacyFramebuffer;LegacyPrimaryCompositionStatus	framebuffer-and-display-presentation.md;legacy-primary-presentation-requests.md	none
0x00437720	platform_adapted	rendering;platform_sdl3	SDL backend lifecycle;LegacyFramebuffer;LegacyPrimaryCompositionStatus	framebuffer-and-display-presentation.md;legacy-primary-presentation-requests.md	none
0x004377D0	platform_adapted	rendering;platform_sdl3	SDL backend lifecycle;LegacyFramebuffer;LegacyPrimaryCompositionStatus	framebuffer-and-display-presentation.md;legacy-primary-presentation-requests.md	none
0x00437A50	platform_adapted	rendering;platform_sdl3	SDL backend lifecycle;LegacyFramebuffer;LegacyPrimaryCompositionStatus	framebuffer-and-display-presentation.md;legacy-primary-presentation-requests.md	none
0x00437AD0	platform_adapted	rendering;platform_sdl3	SDL backend lifecycle;LegacyFramebuffer;LegacyPrimaryCompositionStatus	framebuffer-and-display-presentation.md;legacy-primary-presentation-requests.md	none
0x00437AE0	platform_adapted	rendering;platform_sdl3	SDL backend lifecycle;LegacyFramebuffer;LegacyPrimaryCompositionStatus	framebuffer-and-display-presentation.md;legacy-primary-presentation-requests.md	none
0x00437B60	platform_adapted	rendering;platform_sdl3	SDL backend lifecycle;LegacyFramebuffer;LegacyPrimaryCompositionStatus	framebuffer-and-display-presentation.md;legacy-primary-presentation-requests.md	none
0x00437C00	platform_adapted	rendering;platform_sdl3	SDL backend lifecycle;LegacyFramebuffer;LegacyPrimaryCompositionStatus	framebuffer-and-display-presentation.md;legacy-primary-presentation-requests.md	none
0x00437C40	platform_adapted	rendering;platform_sdl3	SDL backend lifecycle;LegacyFramebuffer;LegacyPrimaryCompositionStatus	framebuffer-and-display-presentation.md;legacy-primary-presentation-requests.md	none
0x00437C80	platform_adapted	rendering;platform_sdl3	SDL backend lifecycle;LegacyFramebuffer;LegacyPrimaryCompositionStatus	framebuffer-and-display-presentation.md;legacy-primary-presentation-requests.md	none
0x00437D80	platform_adapted	rendering;platform_sdl3	SDL backend lifecycle;LegacyFramebuffer;LegacyPrimaryCompositionStatus	framebuffer-and-display-presentation.md;legacy-primary-presentation-requests.md	none
0x00437DC0	platform_adapted	rendering;platform_sdl3	SDL backend lifecycle;LegacyFramebuffer;LegacyPrimaryCompositionStatus	framebuffer-and-display-presentation.md;legacy-primary-presentation-requests.md	none
0x00437DF0	platform_adapted	rendering;platform_sdl3	SDL backend lifecycle;LegacyFramebuffer;LegacyPrimaryCompositionStatus	framebuffer-and-display-presentation.md;legacy-primary-presentation-requests.md	none
0x00437E20	platform_adapted	rendering;platform_sdl3	SDL backend lifecycle;LegacyFramebuffer;LegacyPrimaryCompositionStatus	framebuffer-and-display-presentation.md;legacy-primary-presentation-requests.md	none
0x00437E30	platform_adapted	rendering;platform_sdl3	SDL backend lifecycle;LegacyFramebuffer;LegacyPrimaryCompositionStatus	framebuffer-and-display-presentation.md;legacy-primary-presentation-requests.md	none
0x00437E90	platform_adapted	rendering;platform_sdl3	SDL backend lifecycle;LegacyFramebuffer;LegacyPrimaryCompositionStatus	framebuffer-and-display-presentation.md;legacy-primary-presentation-requests.md	none
0x00437EB0	platform_adapted	rendering;platform_sdl3	SDL backend lifecycle;LegacyFramebuffer;LegacyPrimaryCompositionStatus	framebuffer-and-display-presentation.md;legacy-primary-presentation-requests.md	none
0x00437EF0	platform_adapted	rendering;platform_sdl3	SDL backend lifecycle;LegacyFramebuffer;LegacyPrimaryCompositionStatus	framebuffer-and-display-presentation.md;legacy-primary-presentation-requests.md	none
0x00437F40	platform_adapted	rendering;platform_sdl3	SDL backend lifecycle;LegacyFramebuffer;LegacyPrimaryCompositionStatus	framebuffer-and-display-presentation.md;legacy-primary-presentation-requests.md	none
0x00437F90	platform_adapted	rendering;platform_sdl3	SDL backend lifecycle;LegacyFramebuffer;LegacyPrimaryCompositionStatus	framebuffer-and-display-presentation.md;legacy-primary-presentation-requests.md	none
0x0043B110	implemented	rendering	legacy tiled frame/BMP/formatted text/countdown/rectangle/effect panel units	rendering.md:B4.7	none
0x0043BAB0	implemented	rendering	legacy tiled frame/BMP/formatted text/countdown/rectangle/effect panel units	rendering.md:B4.7	none
0x00451A90	implemented_with_deferred_binding	rendering;battle	LegacyPresentationSources battle surface roles	legacy-primary-presentation-requests.md	B10 supplies the owned battle surfaces at the existing lifecycle ports
0x00451AE0	implemented_with_deferred_binding	rendering;battle	LegacyPresentationSources battle surface roles	legacy-primary-presentation-requests.md	B10 supplies the owned battle surfaces at the existing lifecycle ports
