audit_order	address	navigation_name	entry_family	candidate_confidence_navigation	direct_callers_navigation	direct_callees_navigation	prior_review_navigation	closure_status	closure_evidence	closure_rule
11	0x00434350	sub_434350	transferred_action_and_asset_helpers	confirmed_boundary	0x00434790:1;0x0045D810:1;0x004717F0:1;0x00471AD0:1;0x00471FC0:1;0x0047F940:1;0x0047FC40:1;0x00482310:1;0x00482840:1		manual_reviewed_current_assembly	assembly_exact	evidence/battle-line-raster-step-00434350.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
12	0x00434420	sub_434420	transferred_action_and_asset_helpers	confirmed_boundary	0x004344E0:2		manual_reviewed_current_assembly	platform_adapted	evidence/battle-direction-vector-raster-step-00434420.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
13	0x004344E0	sub_4344E0	transferred_action_and_asset_helpers	confirmed_boundary	0x00479850:1	0x004207E0:1;0x00434420:2	manual_reviewed_current_assembly	platform_adapted	evidence/battle-directional-surface-scan-004344e0.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
14	0x00434790	sub_434790	transferred_action_and_asset_helpers	confirmed_boundary	0x00471270:1;0x00479850:1;0x004841B0:1	0x004207E0:6;0x00434350:1;0x00434DD0:1;0x004885A0:2;0x00489B10:1;0x00489B20:1;0x00489B70:1	manual_reviewed_current_assembly	platform_adapted	evidence/battle-image-particle-frame-00434790.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
15	0x00434DD0	sub_434DD0	transferred_action_and_asset_helpers	confirmed_boundary	0x00434790:1	0x00487C10:2;0x00489654:1;0x00489B20:10	manual_reviewed_current_assembly	platform_adapted	evidence/battle-image-particle-spawn-00434dd0.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
16	0x0044FFC0	sub_44FFC0	battle_record_leaves	confirmed_boundary	0x00451B10:1		manual_reviewed_current_assembly	assembly_exact	evidence/battle-action-threshold-0044ffc0.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
17	0x0044FFE0	sub_44FFE0	battle_record_leaves	confirmed_boundary	0x00466C00:2	0x004170E0:8;0x004315D0:9;0x00450A50:1	manual_reviewed_current_assembly	platform_adapted	evidence/battle-border-panel-0044ffe0.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
18	0x00450270	sub_450270	setup_frame_input_and_resolution	confirmed_boundary	0x004527E0:2;0x00453200:1	0x004170E0:1;0x004315D0:1	manual_reviewed_current_assembly	platform_adapted	evidence/battle-frame-zero-draw-00450270.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
19	0x004502B0	sub_4502B0	setup_frame_input_and_resolution	confirmed_boundary	0x00459D10:1	0x00417050:1;0x004170E0:2;0x004315D0:1;0x004321E0:1	manual_reviewed_current_assembly	platform_adapted	evidence/battle-action-frame-draw-004502b0.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
20	0x00450400	sub_450400	setup_frame_input_and_resolution	confirmed_boundary	0x00459D10:1	0x004170E0:1;0x004315D0:1;0x004321E0:1	manual_reviewed_current_assembly	platform_adapted	evidence/battle-indexed-action-frame-draw-00450400.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
21	0x00450490	sub_450490	setup_frame_input_and_resolution	confirmed_boundary	0x00459D10:1	0x004170E0:1;0x004315D0:1	manual_reviewed_current_assembly	platform_adapted	evidence/battle-explicit-width-frame-draw-00450490.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
22	0x004504E0	sub_4504E0	setup_frame_input_and_resolution	confirmed_boundary	0x00459D10:3;0x004655B0:1	0x004170E0:1;0x004315D0:1	manual_reviewed_current_assembly	platform_adapted	evidence/battle-selected-resource-frame-draw-004504e0.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
23	0x00450530	sub_450530	setup_frame_input_and_resolution	confirmed_boundary	0x00459D10:4	0x004170E0:2;0x004315D0:2	manual_reviewed_current_assembly	platform_adapted	evidence/battle-layered-resource-frame-draw-00450530.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
24	0x004505B0	sub_4505B0	setup_frame_input_and_resolution	confirmed_boundary	0x00459D10:8	0x004170E0:2;0x004315D0:2	manual_reviewed_current_assembly	platform_adapted	evidence/battle-layered-frame-two-draw-004505b0.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
25	0x00450630	sub_450630	setup_frame_input_and_resolution	confirmed_boundary	0x00459D10:1	0x004170E0:2;0x004315D0:2	manual_reviewed_current_assembly	platform_adapted	evidence/battle-layered-low-word-width-00450630.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
26	0x004506B0	sub_4506B0	setup_frame_input_and_resolution	confirmed_boundary	0x00459D10:3	0x004170E0:1;0x004315D0:1	manual_reviewed_current_assembly	platform_adapted	evidence/battle-decimal-frame-draw-004506b0.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
27	0x004507A0	sub_4507A0	setup_frame_input_and_resolution	confirmed_boundary	0x00478B60:1;0x0047C1F0:8	0x00450900:10	manual_reviewed_current_assembly	platform_adapted	evidence/battle-ten-place-decimal-coordinator-004507a0.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
28	0x00450900	sub_450900	setup_frame_input_and_resolution	confirmed_boundary	0x004507A0:10	0x004170E0:1;0x004315D0:1	manual_reviewed_current_assembly	platform_adapted	evidence/battle-decimal-place-draw-00450900.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
29	0x004509D0	sub_4509D0	setup_frame_input_and_resolution	confirmed_boundary	0x00464270:3	0x004170E0:1;0x004315D0:1;0x004321E0:1	manual_reviewed_current_assembly	platform_adapted	evidence/battle-prepared-action-frame-draw-004509d0.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
30	0x00450A50	sub_450A50	setup_frame_input_and_resolution	confirmed_boundary	0x0044FFE0:1;0x00459D10:1;0x00466950:2;0x00469650:1;0x00469960:7	0x004170E0:1	manual_reviewed_current_assembly	platform_adapted	evidence/battle-color-vertical-fade-00450a50.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
31	0x00450A80	sub_450A80	setup_frame_input_and_resolution	confirmed_boundary	0x0045E660:6;0x00465480:2;0x004659C0:2	0x004170E0:1;0x004315D0:1;0x004321E0:1	manual_reviewed_current_assembly	platform_adapted	evidence/battle-offset-action-frame-draw-00450a80.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
32	0x00450B40	sub_450B40	setup_frame_input_and_resolution	confirmed_boundary	0x004539B0:2		manual_reviewed_current_assembly	assembly_exact	evidence/battle-action-record-clear-00450b40.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
33	0x00450B60	sub_450B60	setup_frame_input_and_resolution	confirmed_boundary	0x00453200:1	0x004170E0:1;0x004315D0:1;0x004321E0:1	manual_reviewed_current_assembly	platform_adapted	evidence/battle-standalone-action-frame-draw-00450b60.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
34	0x00450BD0	sub_450BD0	setup_frame_input_and_resolution	confirmed_boundary	0x0047CF20:8	0x004170E0:1;0x004315D0:1	manual_reviewed_current_assembly	platform_adapted	evidence/battle-selected-cached-frame-draw-00450bd0.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
35	0x00450C50	sub_450C50	setup_frame_input_and_resolution	confirmed_boundary	0x00464270:3	0x00416FF0:2;0x004170E0:4;0x004315D0:4;0x004321E0:4;0x00489654:1	manual_reviewed_current_assembly	platform_adapted	evidence/battle-vertical-status-panel-00450c50.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
36	0x00450F90	sub_450F90	setup_frame_input_and_resolution	confirmed_boundary	0x004539B0:1	0x004170E0:1;0x004315D0:1;0x004321E0:1;0x00439070:1;0x00485670:1	manual_reviewed_current_assembly	platform_adapted	evidence/battle-status-indicator-animation-00450f90.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
37	0x00451100	sub_451100	setup_frame_input_and_resolution	confirmed_boundary	0x004539B0:1	0x00416FF0:3;0x004170E0:3;0x004315D0:3	manual_reviewed_current_assembly	platform_adapted	evidence/battle-scale-scan-animation-00451100.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
38	0x004512B0	sub_4512B0	setup_frame_input_and_resolution	confirmed_boundary	0x00464270:1	0x00416FF0:2;0x004170E0:4;0x004315D0:5	manual_reviewed_current_assembly	platform_adapted	evidence/battle-scale-fill-panel-004512b0.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
39	0x00451420	sub_451420	setup_frame_input_and_resolution	confirmed_boundary	0x00451940:1	0x00431760:1;0x004321E0:2;0x00433F70:1	manual_reviewed_current_assembly	platform_adapted	evidence/battle-action-rotation-cache-00451420.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
40	0x00451540	sub_451540	setup_frame_input_and_resolution	confirmed_boundary	0x00453580:1	0x004170E0:1;0x004321E0:1	manual_reviewed_current_assembly	platform_adapted	evidence/battle-action-rotation-frame-draw-00451540.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
41	0x004515E0	sub_4515E0	setup_frame_input_and_resolution	confirmed_boundary	0x00453580:2	0x004170E0:1;0x004321E0:2;0x00433F70:1	manual_reviewed_current_assembly	platform_adapted	evidence/battle-action-rotation-playback-004515e0.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
42	0x00451730	sub_451730	setup_frame_input_and_resolution	medium	0x00451940:1;0x0045B630:1	0x004885A0:2	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-action-rotation-cache-release-00451730.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
43	0x004517A0	sub_4517A0	setup_frame_input_and_resolution	medium		0x004517B0:1;0x00487BA0:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-actor-group-a-static-lifecycle-004517a0.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
44	0x004517B0	sub_4517B0	setup_frame_input_and_resolution	medium	0x004517A0:1	0x0048A4C0:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-actor-group-a-vector-construction-004517b0.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
45	0x004517E0	sub_4517E0	setup_frame_input_and_resolution	medium		0x0048A560:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-actor-group-a-vector-destruction-004517e0.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
46	0x00451800	sub_451800	setup_frame_input_and_resolution	medium		0x00451810:1;0x00487BA0:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-actor-group-b-static-lifecycle-00451800.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
47	0x00451810	sub_451810	setup_frame_input_and_resolution	medium	0x00451800:1	0x0048A4C0:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-actor-group-b-vector-construction-00451810.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
48	0x00451840	sub_451840	setup_frame_input_and_resolution	medium		0x0048A560:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-actor-group-b-vector-destruction-00451840.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
49	0x00451860	sub_451860	setup_frame_input_and_resolution	medium		0x00451870:1;0x00487BA0:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-actor-singleton-static-lifecycle-00451860.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
50	0x004518A0	sub_4518A0	setup_frame_input_and_resolution	medium		0x004518B0:1;0x00487BA0:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-render-geometry-static-lifecycle-004518a0.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
51	0x004518E0	sub_4518E0	setup_frame_input_and_resolution	medium			mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-render-geometry-binding-static-thunk-004518e0.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
52	0x004518F0	sub_4518F0	setup_frame_input_and_resolution	medium		0x0045F0F0:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-render-geometry-binding-initialization-004518f0.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
53	0x00451900	sub_451900	setup_frame_input_and_resolution	medium		0x00451910:1;0x00487BA0:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-file-static-lifecycle-00451900.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
54	0x00451940	sub_451940	setup_frame_input_and_resolution	confirmed_boundary	0x00451B10:1;0x00469D20:2	0x00401C70:1;0x00433320:1;0x00433F70:1;0x00451420:1;0x00451730:1;0x004885A0:1	manual_reviewed_current_assembly	platform_adapted	evidence/battle-background-initialization-00451940.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
55	0x00451A20	sub_451A20	setup_frame_input_and_resolution	confirmed_boundary	0x004070A0:1;0x0040E0B0:1	0x004776F0:3;0x00478110:1;0x0047D350:2	manual_reviewed_current_assembly	platform_adapted	evidence/battle-object-reset-00451a20.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
56	0x00451B10	sub_451B10	setup_frame_input_and_resolution	confirmed_boundary	0x00402F80:1;0x0040A570:1;0x00469D20:1	0x0040DC00:1;0x0040DC50:6;0x00411F90:1;0x004239D0:2;0x00433DC0:1;0x00435650:1;0x00437430:1;0x00439070:3;0x0044FFC0:1;0x00451940:1;0x00451A90:1;0x00451AE0:1;0x0045B0E0:1;0x0045B190:1;0x0045B5A0:1;0x0045D250:1;0x0045D2A0:1;0x0045F130:1;0x0045F1B0:1;0x0046E0B0:1;0x0046E730:1;0x0046E850:1;0x0046E870:1;0x0046E9C0:2;0x0046EBB0:1;0x004755E0:1;0x00475720:1;0x00478380:1;0x00478670:2;0x0047CE80:1;0x0047D350:2;0x0047D870:1;0x0047DAC0:2;0x0047F900:4;0x00483870:1;0x004838A0:1;0x00483FE0:1;0x00484500:1;0x00485710:1;0x00489654:3	manual_reviewed_current_assembly	platform_adapted	evidence/battle-startup-coordinator-00451b10.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
57	0x004527E0	sub_4527E0	setup_frame_input_and_resolution	confirmed_boundary	0x00469D20:1	0x004014F0:2;0x00416F10:5;0x00416F60:5;0x00416FF0:2;0x004170E0:2;0x00422C70:5;0x00437DF0:5;0x00439070:4;0x00450270:2;0x004530A0:1;0x00453580:2;0x00459D10:2;0x0045B190:2;0x0045B5E0:2;0x0045EDF0:1;0x004698E0:1;0x0046E520:1;0x00478370:1;0x00478850:2;0x0047CE80:2;0x00483FF0:2;0x00485610:1;0x004856C0:1;0x00485830:1;0x00485850:1;0x00487C10:2;0x004885A0:4;0x00489654:2	manual_reviewed_current_assembly	platform_adapted	evidence/battle-visual-transition-004527e0.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
58	0x004530A0	sub_4530A0	setup_frame_input_and_resolution	medium	0x004527E0:1	0x00437B60:1;0x00437DF0:1;0x00439070:2	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-surface-blend-004530a0.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
59	0x00453200	sub_453200	setup_frame_input_and_resolution	confirmed_boundary	0x00469D20:33	0x0040DC50:1;0x00414CE0:1;0x00414E50:1;0x00416F10:1;0x00416F60:1;0x0042E850:1;0x0042ED40:1;0x004303D0:1;0x004308C0:2;0x004321E0:1;0x00437DF0:1;0x00450270:1;0x00450B60:1;0x00453580:1;0x00459D10:1;0x0045B0E0:1;0x0045B190:1;0x0045B280:1;0x0045B5E0:1;0x0045C010:1;0x0045D2F0:1;0x0045D3E0:1;0x0045D490:1;0x0045D8F0:1;0x0045DEE0:1;0x0045E580:1;0x0045E660:1;0x0045E7D0:1;0x0045EB40:1;0x0045EC80:1;0x0045F020:1;0x0045F2A0:1;0x0045FC60:1;0x00464270:1;0x00466F70:1;0x00469650:1;0x00469960:1;0x004787C0:1;0x004856C0:1;0x00485830:1;0x00485850:1	manual_reviewed_existing_assembly_evidence	platform_adapted	evidence/battle-frame-coordinator-00453200.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
60	0x00453580	sub_453580	setup_frame_input_and_resolution	medium	0x004527E0:2;0x00453200:1	0x00416FF0:4;0x004170E0:6;0x00420490:1;0x00420560:1;0x00420600:1;0x004206F0:1;0x00433F70:2;0x00451540:1;0x004515E0:2	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-frame-effect-00453580.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
61	0x004539B0	sub_4539B0	setup_frame_input_and_resolution	medium	0x00456680:1	0x0040DC50:1;0x0040DCB0:2;0x00430B60:1;0x00430C60:1;0x00430CF0:1;0x00450B40:2;0x00450F90:1;0x00451100:1;0x0045AF90:4;0x0045B0E0:1;0x0045B190:1;0x0045D180:2;0x0045D690:2;0x0045EA80:1;0x0045EDF0:1;0x0045EFB0:4;0x004698E0:5;0x0046E890:1;0x0046F8C0:3;0x004707B0:1;0x00470E20:2;0x004710D0:1;0x00471270:1;0x004717F0:1;0x00471AD0:1;0x00471D60:1;0x004721F0:1;0x00472430:1;0x004724D0:1;0x00472710:1;0x00472730:1;0x004728E0:1;0x00472CE0:6;0x00473010:1;0x004731A0:1;0x004735B0:1;0x00473C10:1;0x004745B0:2;0x00474B60:1;0x00474BA0:1;0x00474E60:1;0x004751C0:1;0x00476160:1;0x00476250:1;0x00476DB0:1;0x00477710:1;0x00477800:1;0x00478220:1;0x004783B0:1;0x004786B0:1;0x004786C0:1;0x004786E0:2;0x004786F0:1;0x00478710:11;0x00478780:3;0x004787D0:1;0x004787F0:3;0x00478850:1;0x00478A70:1;0x00478AE0:2;0x00478B30:1;0x00479850:1;0x0047C680:2;0x0047C6B0:1;0x0047C950:1;0x0047CC40:2;0x0047CE80:6;0x0047CEC0:6;0x0047CF00:1;0x0047D350:1;0x0047D640:6;0x0047D810:6;0x0047D830:7;0x0047D860:1;0x0047D870:3;0x0047D8E0:1;0x0047D930:1;0x0047DAB0:1;0x0047DBD0:1;0x0047E070:2;0x0047F150:13;0x0047F380:1;0x0047F900:3;0x0047F910:3;0x00480AD0:1;0x00481010:5;0x00482310:2;0x00482840:2;0x00482DA0:3;0x00482E90:2;0x00482F10:6;0x004830A0:2;0x00485610:6;0x00489D00:2;0x00489E90:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-action-dispatch-004539b0.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
62	0x00455D60	sub_455D60	setup_frame_input_and_resolution	medium	0x004576A0:1	0x00430C60:1;0x00430CF0:1;0x0045AF90:1;0x0045B0E0:2;0x0045B190:2;0x0045B5A0:2;0x0045D690:1;0x0045EFB0:2;0x00475720:1;0x004758A0:2;0x004763D0:1;0x00476900:1;0x00476DB0:1;0x00478220:1;0x004786B0:1;0x00478710:2;0x004787F0:2;0x00479850:1;0x0047C680:1;0x0047C6B0:1;0x0047C950:1;0x0047CE80:1;0x0047D350:1;0x0047D810:2;0x0047D830:1;0x0047D860:3;0x0047D870:4;0x0047D8E0:1;0x0047F150:2;0x0047F3C0:1;0x0047F900:1;0x00482310:1;0x00482840:1;0x00484020:1;0x004841B0:1;0x00489D00:2;0x00489E90:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-opponent-action-dispatch-00455d60.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
63	0x00456680	sub_456680	setup_frame_input_and_resolution	medium	0x0045B5E0:1	0x00439070:1;0x004539B0:1;0x0045AA00:1;0x0045ADF0:1;0x0045EE70:1;0x00464CC0:1;0x004698E0:3;0x0046E520:1;0x0046EE60:1;0x0046FFF0:2;0x00470820:1;0x004708C0:1;0x004714B0:1;0x00471540:2;0x00478330:6;0x00478690:2;0x004786A0:4;0x004786D0:1;0x004786E0:4;0x00478710:3;0x00478850:4;0x00478A70:5;0x00478AA0:3;0x00478AC0:2;0x00478AE0:4;0x00478B20:2;0x00478B30:1;0x00478B40:3;0x00478B60:1;0x0047C660:5;0x0047C670:1;0x0047C690:1;0x0047CC50:3;0x0047CE80:13;0x0047CEA0:1;0x0047D880:1;0x0047D8D0:1;0x0047DAD0:1;0x0047E950:1;0x0047F920:2;0x00480220:1;0x00480AD0:1;0x00483820:1;0x00483FD0:2;0x00483FF0:1;0x00485610:2	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-group-a-frame-00456680.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
64	0x004576A0	sub_4576A0	setup_frame_input_and_resolution	medium	0x0045B5E0:1	0x00439070:3;0x00455D60:1;0x004599B0:1;0x0045AA00:1;0x0045D180:2;0x0045EDF0:1;0x004698E0:2;0x004750C0:1;0x004755E0:1;0x00476080:1;0x00476140:1;0x004761D0:1;0x00476330:1;0x00478370:2;0x00478690:1;0x004786A0:3;0x004786D0:1;0x004786E0:2;0x00478710:3;0x00478780:1;0x004787D0:1;0x00478850:5;0x00478A70:6;0x00478AC0:2;0x00478AE0:3;0x00478B20:1;0x00478B30:1;0x00478B40:1;0x00478B50:1;0x00478B60:1;0x0047C660:1;0x0047C690:1;0x0047CE80:15;0x0047CEC0:1;0x0047D640:1;0x0047D860:1;0x0047D880:2;0x0047D8D0:2;0x0047D930:1;0x0047DAD0:1;0x0047F150:1;0x0047F360:1;0x0047F920:3;0x00480220:1;0x00483820:1;0x00483FF0:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-group-b-frame-004576a0.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
65	0x004582B0	sub_4582B0	setup_frame_input_and_resolution	medium	0x0045C010:8	0x004170E0:2;0x00430D10:4;0x00430D50:2;0x00430D80:2;0x00430EB0:2;0x00430FF0:2;0x00431760:2;0x004321E0:2;0x00439070:2;0x00459BF0:1;0x0045AF90:1;0x0045BD90:1;0x0045D3E0:1;0x0045D810:2;0x004783B0:5;0x00478400:1;0x00478470:1;0x00478780:2;0x004787D0:2;0x0047CEC0:3;0x0047CF00:2;0x0047D640:3;0x0047D8F0:1;0x00480AD0:1;0x00481010:1;0x00481A40:1;0x00481FD0:1;0x00482080:3;0x00483840:2;0x00485610:4;0x00485650:2;0x004885A0:4	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-effect-frame-004582b0.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
66	0x00458DE0	sub_458DE0	setup_frame_input_and_resolution	medium	0x0045C010:5	0x004170E0:2;0x00431760:2;0x004321E0:2;0x0045AF90:1;0x0045BD90:2;0x0045D3E0:1;0x0045D810:1;0x004783B0:1;0x00478400:1;0x00478470:1;0x00478780:6;0x004787D0:6;0x0047CE80:4;0x0047CEA0:1;0x0047CEC0:9;0x0047CF00:6;0x0047D640:9;0x0047F150:1;0x00481010:3;0x00481A40:2;0x00482080:3;0x00483840:1;0x00485610:2;0x004885A0:4	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-group-effect-frame-00458de0.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
67	0x004599B0	sub_4599B0	setup_frame_input_and_resolution	medium	0x004576A0:1	0x004170E0:1;0x00431760:1;0x004321E0:1;0x004783B0:1;0x00478400:1;0x00478470:1;0x00485610:1;0x00485650:1;0x004885A0:2	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-single-effect-frame-004599b0.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
68	0x00459BF0	sub_459BF0	setup_frame_input_and_resolution	medium	0x004582B0:1	0x004170E0:1;0x004315D0:1;0x004321E0:1;0x004783B0:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-intensity-effect-frame-00459bf0.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
69	0x00459D10	sub_459D10	setup_frame_input_and_resolution	medium	0x004527E0:2;0x00453200:1	0x004239D0:1;0x00435660:1;0x00435670:1;0x00436AD0:4;0x0043B110:2;0x004502B0:1;0x00450400:1;0x00450490:1;0x004504E0:3;0x00450530:4;0x004505B0:8;0x00450630:1;0x004506B0:3;0x00450A50:1;0x00469550:2;0x00478340:2;0x0047CE80:4;0x0047D930:1;0x0047E7F0:1;0x00480AD0:1;0x00483870:1;0x004838A0:1;0x00484500:2;0x00489654:4	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-hud-frame-00459d10.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
70	0x0045A980	sub_45A980	setup_frame_input_and_resolution	medium	0x0045EB40:2	0x0047C1F0:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-actor-ready-0045a980.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
