effective_opcode	entry_target	working_operation	operand_layout	physical_length_rule	state_reads	state_writes	flow_and_timing	error_or_quirk	helper_calls	assembly_evidence	audit_status
36	0x0042896C	branch_if_counter_exceeds_snapshot_plus_delta	+2 u16 delta; +4 u32 target	8	dword_4ACDB0; dword_4BA42C	taken path reloads same TALK window then advances new-window IP to 8	unsigned dword_4ACDB0 > unsigned(dword_4BA42C + u16 delta with 32-bit wrap): reload then advance 8; otherwise current-window advance 8; ESI=1	addition and comparison are unsigned; target is branch-only; typed loader adds checked I/O failure but caller +8 and previous publication still occur	sub_42E430	0x0042896C-0x004289B9	assembly_audited_platform_adapted
37	0x004289BE	snapshot_script_clock	none	2	dword_4ACDB0 copied as full u32	dword_4BA42C=dword_4ACDB0 without changing clock or frame divider	advance 2; ESI=1; continue in same call	no operand or extra-window-byte requirement; IP 0x7FFE still snapshots before next-fetch failure	none	0x004289BE-0x004289D9	assembly_audited
38	0x004289DE	clear_role_from_scene	+2 u16 raw role selector; FFF0=current context GUID for lookup only	4	role flags; surface occupancy; post-mask first same-GUID role index; 72 full object slots	live: flags &= 0x00007FFF, clear surface, relookup full u32 index, fill every slot whose zero-extended u16 index matches; miss: MAPS patch raw selector with OR 0 and AND 0x7FFF	advance 4; ESI=1; publish previous; continue in same call	mask clears bit15..31; FFF0 miss patches raw FFF0; controlled-owner/session and surface unsafe domains are checked platform adaptations	sub_40C0D0; sub_40AE20; sub_40C020; sub_40DD40; sub_40D460	0x004289DE-0x00428AD7;0x0042D182-0x0042D193	assembly_audited_platform_adapted
39	0x00428ADC	set_role_flag_8000_and_clear_one_shots	+2 u16 raw role selector; FFF0=current context GUID for lookup only	4	role flags; surface occupancy; action one-shot base/delta	live: full flags OR 0x8000, clear surface, then write role+0x60/+0x7C full dwords to FFFFFFFF; miss: MAPS patch raw selector with OR 0x8000 and AND 0xFFFF	advance 4; ESI=1; publish previous; continue in same call	FFF0 miss patches raw FFF0; checked surface failure preserves flag and partial surface writes but not later one-shots; controlled owner is a session-boundary adaptation	sub_40C0D0; sub_40AE20; sub_40D460	0x00428ADC-0x00428B9B;0x0042D182-0x0042D193	assembly_audited_platform_adapted
40	0x00428BA0	relocate_role_and_complete_path	+2 u16 raw role selector; +4 u16 tile x; +6 u16 tile y	8	role lookup; current source GUID; role flags and cached action fields; story-path owners	found role: sub_42DAF0(role,u16(tile_x<<4),u16(tile_y<<4),1,-1,-1,-1), then sub_42D920(role), clear role flags bit31; raw selector==source GUID also writes role+0x4C/+0x78 full dwords to FFFFFFFF; miss: MAPS patch raw selector/tile coordinates with OR 0 and AND FFFF	advance 8; ESI=1; publish previous; continue in same call	no FFF0 translation; coordinates are read after lookup in +6 then +4 order; live shifts wrap at u16 width while MAPS fallback keeps raw tiles; checked script/runtime/helper failures isolate original unsafe domains	sub_40C0D0; sub_42DAF0; sub_42D920; sub_40D460	0x00428BA0-0x00428C9A;0x0042B0AE-0x0042B0C8	assembly_audited_platform_adapted
41	0x00428C9F	indexed_target_transfer	+2 sequence of u32 targets terminated by u32 FF00FF00	control_transfer; footprint 6 + 4*target_count	dword_4CAE7C selector; target count from unbounded terminator scan	reloads same TALK window at selected target; dword_4CAE7C=0	always transfers and ESI=1; no sequential advance	selector>count diagnoses and falls back to index 0, but selector==count is accepted and transfers to sentinel FF00FF00; unbounded terminator scan	sub_42E430; nullsub_1 on selector>count	0x00428C9F-0x00428D13	assembly_audited_business_name_neutral
42	0x00428D18	set_global_lock_and_reset_controlled_action_variant	none	2	controlled role index and action fields; dword_4A9920	dword_4A9920 |= 0x8000; controlled role action+0x08=0; attempts action refresh	advance 2; ESI=1; continue in same call	refresh failure only emits Act Err(Talk:Rmlock) diagnostic	sub_4321E0; nullsub_1	0x00428D18-0x00428DA1;0x0042D1E6-0x0042D1FB	assembly_audited_business_name_neutral
43	0x00428D18	clear_global_lock	none	2	dword_4A9920	dword_4A9920 &= 0xFFFF7FFF	advance 2; ESI=1; continue in same call	does not refresh the controlled role action	none	0x00428D18-0x00428D1E;0x00428DA6-0x00428DB3;0x0042D1EA-0x0042D1FB	assembly_audited_business_name_neutral
44	0x00428DB8	change_action_wait_override	+2 u16 role selector; FFF0=current state+24; +4 u16 value	6	role lookup result and embedded action record	role action+0x48=value; role action+0x44=0; attempts action refresh	advance 6; ESI=1; continue in same call	lookup return is unchecked: a missing role leaves index FFFFFFFF and forms an out-of-bounds action pointer before the role array; raw diagnostic label ChangSpd	sub_40C0D0; sub_4321E0; nullsub_1	0x00428DB8-0x00428E4D;0x0040C0D0-0x0040C125	assembly_audited_business_name_neutral
45	0x00428E52	change_requested_action_id	+2 u16 role selector; FFF0=current state+24; +4 u16 requested action id	6	role lookup; next instruction opcode/selector; role embedded action fields and role+0x10	found role: action+0x00=u16 value and role+0x10 |=0x1000; refresh now unless next instruction is opcode 10, 11 or 45 for the same resolved role; missing role: fallback sub_40D460	advance 6; ESI=1; continue in same call	zero action id emits a diagnostic but is still written; lookahead reads the next instruction before current IP is advanced	sub_40C0D0; sub_42E740; sub_4321E0; sub_40D460; nullsub_1	0x00428E52-0x00428F76;0x0042E740-0x0042E783	assembly_audited_business_name_neutral
46	0x00428F7B	restore_all_pending_action_overrides	+2 u16 role selector	4	role action+0x1C/+0x20/+0x3C	copy action+0x1C to +0x00, +0x20 to +0x08, +0x3C to +0x34; sub_40DC00 then resets pending fields/timers; attempts action refresh	advance 4; ESI=1; continue in same call	role lookup return is unchecked; missing selector computes action pointer for index -1; no FFF0 substitution	sub_40C0D0; sub_40DC00; sub_4321E0; nullsub_1	0x00428F7B-0x00428FC2;0x0042900D-0x00429061	assembly_audited_business_name_neutral
47	0x00428F7B	apply_pending_base_variant_override	+2 u16 role selector	4	role action+0x20	if action+0x20 != FFFFFFFF, copy it to action+0x08 and set action+0x20=FFFFFFFF; attempts action refresh	advance 4; ESI=1; continue in same call	role lookup return is unchecked; missing selector computes action pointer for index -1; no FFF0 substitution	sub_40C0D0; sub_4321E0; nullsub_1	0x00428F7B-0x00428FDC;0x0042900D-0x00429061	assembly_audited_business_name_neutral
48	0x00428F7B	apply_pending_variant_delta_override	+2 u16 role selector	4	role action+0x3C	if action+0x3C != FFFFFFFF, copy it to action+0x34 and set action+0x3C=FFFFFFFF; attempts action refresh	advance 4; ESI=1; continue in same call	role lookup return is unchecked; missing selector computes action pointer for index -1; no FFF0 substitution	sub_40C0D0; sub_4321E0; nullsub_1	0x00428F7B-0x00428FF6;0x0042900D-0x00429061	assembly_audited_business_name_neutral
49	0x00428F7B	set_action_wait_override_ffff	+2 u16 role selector	4	role action+0x48 low word	if action+0x48 low word != FFFF, write FFFF; attempts action refresh	advance 4; ESI=1; continue in same call	role lookup return is unchecked; missing selector computes action pointer for index -1; no FFF0 substitution; write is exactly 16 bits	sub_40C0D0; sub_4321E0; nullsub_1	0x00428F7B-0x00429061	assembly_audited_business_name_neutral
